t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
56.3615673335,536.9127799234,536897.296984693,1000000,0,15483.4249218225,5.37E+008,5.37E+008,1.50E+004,0,15000,0,12311.4688525208,1.89E+004,1.55E+004,308860.41844728,139.6926145848,20519.1147542014
56.8604921536,537.6319631276,537614.447155098,1000000,0,17518.4927592844,5.38E+008,5.38E+008,1.50E+004,0,15000,0,13392.4179581668,2.24E+004,1.75E+004,306107.481256264,139.5111416412,22320.6965969446
57.2357700038,538.9631380172,538943.446521282,1000000,0,19696.1930619228,5.39E+008,5.39E+008,1.50E+004,0,15000,0,14439.6488502166,2.66E+004,1.97E+004,302599.450412574,139.1722559438,24066.0814170277
57.5703666172,540.9692286765,540946.772848477,1000000,0,22463.2918842287,5.41E+008,5.41E+008,1.50E+004,0,15000,0,15640.3590398836,3.24E+004,2.25E+004,297827.019172454,138.6632533596,26067.2650664727
57.8439413752,543.4308715428,543405.152009974,1000000,0,25730.2640096294,5.43E+008,5.43E+008,1.50E+004,0,15000,0,16912.2010692467,4.01E+004,2.57E+004,292099.206242722,138.0433209112,28187.0017820778
58.0736427506,546.3227641162,546293.090304583,1000000,0,29688.5024370027,5.46E+008,5.46E+008,1.50E+004,0,15000,0,18292.5349934263,5.04E+004,2.97E+004,285250.137628198,137.3222801162,30487.5583223772
58.2740952043,549.7394797633,549704.786639449,1000000,0,34712.8424339141,5.50E+008,5.50E+008,1.50E+004,0,15000,0,19856.2297617751,6.50E+004,3.47E+004,276810.684580782,136.4807482896,33093.7162696251
58.4479800673,553.6901191963,553649.01864937,1000000,0,41126.6859173567,5.54E+008,5.54E+008,1.50E+004,0,15000,0,21630.6851482773,8.59E+004,4.11E+004,266448.658447995,135.52174003,36051.1419137954
58.5952973395,558.0939751162,558044.868999943,1000000,0,49140.2800939086,5.58E+008,5.58E+008,1.50E+004,0,15000,0,23602.168449591,1.15E+005,4.91E+004,254034.810064957,134.470247928,39336.947415985
58.7426146117,563.9569910291,563895.751651542,1000000,0,61285.7086774744,5.64E+008,5.64E+008,1.50E+004,0,15000,0,26246.0025199162,1.64E+005,6.13E+004,236032.635813885,133.0983409347,43743.3375331936
58.8569305706,570.0167375036,569941.286150925,1000000,0,75511.9399768098,5.70E+008,5.70E+008,1.50E+004,0,15000,0,29015.9162493534,2.25E+005,7.55E+004,215754.810268683,131.7126589156,48359.8604155889
58.9427264339,575.8253380132,575734.981453332,1000000,0,90432.0996865961,5.76E+008,5.76E+008,1.50E+004,0,15000,0,31708.2918880605,2.91E+005,9.04E+004,195035.146655971,130.4134676743,52847.1531467675
59.0198352543,582.2986797014,582190.85957043,1000000,0,107913.18447227,5.82E+008,5.82E+008,1.50E+004,0,15000,0,34745.8481075829,3.62E+005,1.08E+005,171091.710411506,128.9967228748,57909.7468459716
59.0969440746,590.2801451776,590150.858337043,1000000,0,129401.402919936,5.90E+008,5.90E+008,1.50E+004,0,15000,0,38529.7438752298,4.29E+005,1.29E+005,141635.511731751,127.2910104414,64216.2397920497
59.1570615837,597.7203545882,597572.58189807,1000000,0,147905.744764826,5.98E+008,5.98E+008,1.50E+004,0,15000,0,42077.0925012832,4.58E+005,1.48E+005,115702.006116428,125.7377185269,70128.4875021386
59.212931265,605.626867538,605462.409548966,1000000,0,164607.6978131,6.06E+008,6.05E+008,1.50E+004,0,15000,0,45847.0556300002,4.46E+005,1.65E+005,91102.3189043125,124.1221973397,76411.7593833337
59.2688009463,614.3977935889,614219.332327954,1000000,0,178624.904627442,6.14E+008,6.14E+008,1.50E+004,0,15000,0,50004.7142374903,3.94E+005,1.79E+005,68319.4183849303,122.369390143,83341.1903958171
59.3246706276,623.8288755344,623640.826539498,1000000,0,188222.13734872,6.24E+008,6.24E+008,1.50E+004,0,15000,0,54417.476437056,3.15E+005,1.88E+005,49291.2603701578,120.5290540808,90695.79406176
59.3805403089,633.6516121307,633458.93265028,1000000,0,192857.167467601,6.34E+008,6.33E+008,1.50E+004,0,15000,0,58918.578285899,2.34E+005,1.93E+005,34828.3014038964,118.6607860068,98197.6304764983
59.4364099902,643.6024196186,643409.465833504,1000000,0,193131.678867978,6.44E+008,6.43E+008,1.50E+004,0,15000,0,63349.0929887632,1.66E+005,1.93E+005,24593.3060128074,116.8188548209,105581.821647939
59.4922796715,653.4697077956,653279.706252838,1000000,0,190176.438542349,6.53E+008,6.53E+008,1.50E+004,0,15000,0,67585.7879437009,1.15E+005,1.90E+005,17668.4386309247,115.0428730052,112642.979906168
59.5481493528,663.1062975314,662921.362464576,1000000,0,185104.868600259,6.63E+008,6.63E+008,1.50E+004,0,15000,0,71547.5545673431,8.10E+004,1.85E+005,13088.7157715393,113.3565714208,119245.924278905
59.6040190341,672.4203155786,672241.700402524,1000000,0,178778.643356416,6.72E+008,6.72E+008,1.50E+004,0,15000,0,75188.7565190221,5.82E+004,1.79E+005,10085.2890593854,111.77116405,125314.59419837
59.6794444998,684.3953843105,684226.276785095,1000000,0,169261.478146837,6.84E+008,6.84E+008,1.50E+004,0,15000,0,79562.669400385,3.94E+004,1.69E+005,7605.9028176671,109.7952623113,132604.449000642
59.7504242194,694.9940056758,694834.177745492,1000000,0,159972.604638706,6.95E+008,6.95E+008,1.50E+004,0,15000,0,83107.7705916558,2.90E+004,1.60E+005,6276.2767440346,108.1030974688,138512.950986093
59.8214039391,704.9354016096,704784.77310609,1000000,0,150763.983382751,7.05E+008,7.05E+008,1.50E+004,0,15000,0,86118.4973845358,2.27E+004,1.51E+005,5524.361243458,106.5623135833,143530.828974226
59.8923836587,714.2334983315,714091.784969399,1000000,0,141839.933579032,7.14E+008,7.14E+008,1.50E+004,0,15000,0,88625.2357941391,1.87E+004,1.42E+005,5132.1010871475,105.1603817652,147708.726323565
59.9633633783,722.9126114203,722779.427260523,1000000,0,133302.209596486,7.23E+008,7.23E+008,1.50E+004,0,15000,0,90663.2589403303,1.60E+004,1.33E+005,4973.5036654813,103.8846729371,151105.431567217
60.034343098,731.0020153203,730876.929224789,1000000,0,125196.055030439,7.31E+008,7.31E+008,1.50E+004,0,15000,0,92269.3094894872,1.41E+004,1.25E+005,4974.0668633622,102.7232477771,153782.182482479
60.1053228176,738.5329451283,738415.512009057,1000000,0,117535.433405467,7.39E+008,7.38E+008,1.50E+004,0,15000,0,93479.764186534,1.27E+004,1.18E+005,5088.5747742594,101.6651621159,155799.606977557
60.1946376982,747.2643391503,747155.909732141,1000000,0,108522.737947082,7.47E+008,7.47E+008,1.50E+004,0,15000,0,94494.7204313651,1.14E+004,1.09E+005,5352.1411155397,100.4654480462,157491.200718942
60.3022877396,756.7660810075,756667.614064354,1000000,0,98550.3108411165,7.57E+008,7.57E+008,1.50E+004,0,15000,0,95051.9857438868,1.02E+004,9.86E+004,5803.3621474363,99.1917275724,158419.976239811
60.409937781,765.2459909341,765156.577846599,1000000,0,89487.4108928087,7.65E+008,7.65E+008,1.50E+004,0,15000,0,94979.7657076783,9.29E+003,8.95E+004,6368.8184035731,98.0819997041,158299.609512797
60.5553094776,775.2406067027,775162.109374312,1000000,0,78560.7474639022,7.75E+008,7.75E+008,1.50E+004,0,15000,0,94048.0707126568,8.22E+003,7.86E+004,7279.9556890012,96.8055211273,156746.784521095
60.7168475978,784.6122646073,784544.32971889,1000000,0,67987.7560497617,7.85E+008,7.85E+008,1.50E+004,0,15000,0,92109.3596191153,7.19E+003,6.80E+004,8461.355100661,95.6383517208,153515.599365192
60.9196688951,794.1597204927,794103.044033722,1000000,0,56718.0798456732,7.94E+008,7.94E+008,1.50E+004,0,15000,0,88667.1617924754,6.07E+003,5.67E+004,10162.7695340265,94.4776590062,147778.602987459
61.1637733695,802.9176467557,802872.064590849,1000000,0,45612.7027769834,8.03E+008,8.03E+008,1.50E+004,0,15000,0,83511.8849600163,4.90E+003,4.56E+004,12490.368119327,93.436991599,139186.474933361
61.4959082174,811.0250214415,810991.132590113,1000000,0,33907.7078376383,8.11E+008,8.11E+008,1.50E+004,0,15000,0,75519.7967760584,3.61E+003,3.39E+004,16068.1876847118,92.49284884,125866.327960097
61.8657703684,816.1405063301,816116.156926051,1000000,0,24358.7305950389,8.16E+008,8.16E+008,1.50E+004,0,15000,0,66201.0162829601,2.56E+003,2.44E+004,20487.0251064856,91.9052262376,110335.027138267
62.2356325193,818.2530829732,818235.592165941,1000000,0,17493.2821686544,8.18E+008,8.18E+008,1.50E+004,0,15000,0,57127.6104521188,1.84E+003,1.75E+004,25230.9257163327,91.6624130926,95212.6840868647
62.6054946702,818.2102034189,818197.62438775,1000000,0,12576.5992340445,8.18E+008,8.18E+008,1.50E+004,0,15000,0,48704.9614239116,1.40E+003,1.26E+004,30185.6193086903,91.663285573,81174.9357065193
62.9753568211,816.6280412756,816618.957702828,1000000,0,9077.6491188026,8.17E+008,8.17E+008,1.50E+004,0,15000,0,41133.8199187542,1.16E+003,9.08E+003,35264.8182710018,91.8380604529,68556.3665312569
63.3452189721,813.9545298973,813947.913646103,1000000,0,6607.862787681,8.14E+008,8.14E+008,1.50E+004,0,15000,0,34484.799194469,1.04E+003,6.61E+003,40408.3221702311,92.137683707,57474.665324115
63.715081123,810.5141354975,810509.243846332,1000000,0,4881.540094105,8.11E+008,8.11E+008,1.50E+004,0,15000,0,28748.2707089983,1.02E+003,4.88E+003,45576.7550579739,92.5273165813,47913.7845149972
64.0849432739,806.5405779554,806536.877666764,1000000,0,3688.9875298247,8.07E+008,8.07E+008,1.50E+004,0,15000,0,23867.8763612572,1.04E+003,3.69E+003,50745.6473593655,92.982106589,39779.7939354287
64.4548054248,802.2011462453,802198.256914889,1000000,0,2877.2193969556,8.02E+008,8.02E+008,1.50E+004,0,15000,0,19762.8666472025,1.09E+003,2.88E+003,55900.375675815,93.4843119289,32938.1110786708
64.8246675758,797.6148425514,797612.494393598,1000000,0,2335.5062553892,7.98E+008,7.98E+008,1.50E+004,0,15000,0,16342.6837364958,1.16E+003,2.34E+003,61032.4376423679,94.0212827219,27237.806227493
65.1945297267,792.8658572868,792863.8599228,1000000,0,1984.3621202242,7.93E+008,7.93E+008,1.50E+004,0,15000,0,13516.1377922448,1.24E+003,1.98E+003,66136.9652335911,94.5840180813,22526.896320408
65.5643918776,788.0134835709,788011.703191668,1000000,0,1767.1607693471,7.88E+008,7.88E+008,1.50E+004,0,15000,0,11196.847248014,1.32E+003,1.77E+003,71211.1756893169,95.1661270775,18661.4120800233
65.9342540285,783.0993339518,783097.676787481,1000000,0,1643.8228845423,7.83E+008,7.83E+008,1.50E+004,0,15000,0,9306.1496216402,1.41E+003,1.64E+003,76253.4541279287,95.7630798888,15510.2493694002
66.3041161795,778.1525394828,778150.939953396,1000000,0,1586.1305434072,7.78E+008,7.78E+008,1.50E+004,0,15000,0,7774.3512537414,1.50E+003,1.59E+003,81262.8300976079,96.3716694574,12957.252089569
66.8610274643,770.6855559631,770683.961361521,1000000,0,1581.1979279679,7.71E+008,7.71E+008,1.50E+004,0,15000,0,6013.9766297196,1.64E+003,1.58E+003,88742.2082884375,97.3051780027,10023.2943828659
67.4179387491,763.2345184041,763232.86737522,1000000,0,1637.6817239173,7.63E+008,7.63E+008,1.50E+004,0,15000,0,4762.2215361885,1.78E+003,1.64E+003,96144.2695163511,98.2549537387,7937.0358936475
67.974850034,755.8258235056,755824.080196025,1000000,0,1730.0548193165,7.56E+008,7.56E+008,1.50E+004,0,15000,0,3887.9035969188,1.92E+003,1.73E+003,103468.092295047,99.2179307365,6479.8393281981
68.5317613188,748.4749406811,748473.083987143,1000000,0,1843.5526558731,7.48E+008,7.48E+008,1.50E+004,0,15000,0,3291.6021573111,2.06E+003,1.84E+003,110712.941550198,100.1922539595,5486.0035955184
69.0886726036,741.1910281334,741189.045455553,1000000,0,1969.6625682732,7.41E+008,7.41E+008,1.50E+004,0,15000,0,2898.9603150815,2.20E+003,1.97E+003,117878.154081925,101.1767753234,4831.6005251358
69.8705780194,731.0875650436,731085.393139988,1000000,0,2159.0775545465,7.31E+008,7.31E+008,1.50E+004,0,15000,0,2588.8613755756,2.41E+003,2.16E+003,127802.494874323,102.5748889358,4314.7689592927
70.7087319679,720.4257540444,720423.370047401,1000000,0,2371.3830568739,7.20E+008,7.20E+008,1.50E+004,0,15000,0,2464.2208731787,2.63E+003,2.37E+003,138262.874275574,104.0928029705,4107.0347886311
71.5468859164,709.944390559,709941.788502173,1000000,0,2589.6609709011,7.10E+008,7.10E+008,1.50E+004,0,15000,0,2474.0997299189,2.85E+003,2.59E+003,148536.659270271,105.6294759202,4123.4995498648
72.3850398649,699.6477909888,699644.96627385,1000000,0,2812.541786447,7.00E+008,7.00E+008,1.50E+004,0,15000,0,2567.3495157418,3.08E+003,2.81E+003,158620.897282608,107.1839000842,4278.9158595696
73.2231938134,689.5396435442,689536.591844264,1000000,0,3039.7537878275,6.90E+008,6.90E+008,1.50E+004,0,15000,0,2712.7575295193,3.31E+003,3.04E+003,168512.167858255,108.7550401701,4521.2625491988
74.1460978622,678.6318494819,678628.542525509,1000000,0,3295.2655140458,6.79E+008,6.79E+008,1.50E+004,0,15000,0,2910.9012311145,3.58E+003,3.30E+003,179175.613244865,110.5029887977,4851.5020518574
75.4080023126,664.1045126657,664100.846327612,1000000,0,3655.0066797273,6.64E+008,6.64E+008,1.50E+004,0,15000,0,3221.8764060262,3.95E+003,3.66E+003,193358.095613903,112.9201492455,5369.7940100437
76.669906763,650.0394929878,650035.452868634,1000000,0,4029.1615041675,6.50E+008,6.50E+008,1.50E+004,0,15000,0,3562.9198254593,4.33E+003,4.03E+003,207063.39926815,115.3633643643,5938.1997090989
77.9955608669,635.7840638076,635779.611817972,1000000,0,4441.4438892327,6.36E+008,6.36E+008,1.50E+004,0,15000,0,3945.6290341467,4.76E+003,4.44E+003,220921.21336293,117.9500196229,6576.0483902445
79.8949618515,616.3466993272,616341.612837976,1000000,0,5076.5780188997,6.16E+008,6.16E+008,1.50E+004,0,15000,0,4535.6219347199,5.43E+003,5.08E+003,239743.51557772,121.6698907811,7559.3698911997
81.7943628361,598.1781573165,598172.365200823,1000000,0,5782.9100745984,5.98E+008,5.98E+008,1.50E+004,0,15000,0,5183.6302468529,6.18E+003,5.78E+003,257224.599701148,125.3657915422,8639.3837447548
83.6937638208,581.441441094,581434.840213075,1000000,0,6592.4840842868,5.81E+008,5.81E+008,1.50E+004,0,15000,0,5910.6647356793,7.05E+003,6.59E+003,273169.287395371,128.9752165533,9851.1078927989
85.5931648054,566.3795325896,566371.964788963,1000000,0,7560.3707338429,5.66E+008,5.66E+008,1.50E+004,0,15000,0,6753.5740251266,8.13E+003,7.56E+003,287279.338078309,132.4064667418,11255.9567085444
87.2880255203,554.6653403076,554656.691271772,1000000,0,8642.6871815,5.55E+008,5.55E+008,1.50E+004,0,15000,0,7657.3775371566,9.37E+003,8.64E+003,297924.009340114,135.2048141991,12762.2958952611
88.6760758305,546.6149357908,546605.136059752,1000000,0,9794.5330124952,5.47E+008,5.47E+008,1.50E+004,0,15000,0,8569.5190474378,1.08E+004,9.79E+003,304831.769125638,137.1986110719,14282.5317457297
89.719824496,541.7577666976,541746.825634046,1000000,0,10937.0069365051,5.42E+008,5.42E+008,1.50E+004,0,15000,0,9420.8551400025,1.22E+004,1.09E+004,308552.462796437,138.4314551447,15701.4252333374
90.6176987222,538.6760257526,538663.767902481,1000000,0,12255.1103946107,5.39E+008,5.39E+008,1.50E+004,0,15000,0,10337.1620034723,1.40E+004,1.23E+004,310320.498810831,139.2268079427,17228.6033391206
91.354144897,537.1766500174,537162.902769682,1000000,0,13745.9977262112,5.37E+008,5.37E+008,1.50E+004,0,15000,0,11293.2799263905,1.61E+004,1.37E+004,310331.975987755,139.6193654663,18822.1332106508
91.9166209524,536.8935753403,536878.250605564,1000000,0,15325.0626487185,5.37E+008,5.37E+008,1.50E+004,0,15000,0,12222.5655783603,1.86E+004,1.53E+004,309037.846304038,139.6971894102,20370.9426306005
92.4157585669,537.5188096588,537501.519577895,1000000,0,17292.3751130033,5.38E+008,5.38E+008,1.50E+004,0,15000,0,13277.5921986791,2.20E+004,1.73E+004,306446.639633124,139.539913603,22129.3203311319
92.8122098502,538.8440061818,538824.49010853,1000000,0,19520.5948807869,5.39E+008,5.39E+008,1.50E+004,0,15000,0,14358.86434085,2.62E+004,1.95E+004,302894.12413819,139.2025691171,23931.4405680833
93.1369150085,540.7087368826,540686.628699598,1000000,0,22115.2989395694,5.41E+008,5.41E+008,1.50E+004,0,15000,0,15496.2534556493,3.16E+004,2.21E+004,298435.416757641,138.729169917,25827.0890927489
93.4308718275,543.2677452088,543242.243189051,1000000,0,25512.5331732869,5.43E+008,5.43E+008,1.50E+004,0,15000,0,16831.5791769334,3.95E+004,2.55E+004,292480.009026151,138.0842299556,28052.6319615556
93.6525239527,545.9844933884,545955.293966038,1000000,0,29213.638080102,5.46E+008,5.46E+008,1.50E+004,0,15000,0,18134.729722431,4.91E+004,2.92E+004,286063.136594174,137.4062084286,30224.549537385
93.866142223,549.539115993,549504.729714813,1000000,0,34405.6893893885,5.50E+008,5.50E+008,1.50E+004,0,15000,0,19765.6054099633,6.41E+004,3.44E+004,277318.094913518,136.529786369,32942.6756832722
94.0283556378,553.1279189066,553087.773352496,1000000,0,40170.7360517771,5.53E+008,5.53E+008,1.50E+004,0,15000,0,21379.0310705993,8.27E+004,4.02E+004,267966.41581053,135.6572989737,35631.7184509988
94.1848574019,557.6644052367,557616.12174337,1000000,0,48316.8324383223,5.58E+008,5.58E+008,1.50E+004,0,15000,0,23409.5556953682,1.12E+005,4.83E+004,255287.434546772,134.5720108001,39015.9261589471
94.341359166,563.7934396421,563732.561250893,1000000,0,60924.3601879652,5.64E+008,5.64E+008,1.50E+004,0,15000,0,26171.7993546322,1.62E+005,6.09E+004,236557.338255197,133.1361873126,43619.6655910537
94.4597201846,570.0471162694,569971.589874154,1000000,0,75587.0578078113,5.70E+008,5.70E+008,1.50E+004,0,15000,0,29029.9025224168,2.26E+005,7.56E+004,215649.358335475,131.7057918047,48383.1708706947
94.542117536,575.6073052119,575517.525328145,1000000,0,89854.845060109,5.76E+008,5.76E+008,1.50E+004,0,15000,0,31606.6143733126,2.88E+005,8.99E+004,195830.075440247,130.4617430953,52677.6906221876
94.6245148875,582.5219053916,582413.477040012,1000000,0,108522.014937707,5.83E+008,5.82E+008,1.50E+004,0,15000,0,34851.1753843326,3.64E+005,1.09E+005,170260.039250613,128.9484207112,58085.292307221
94.7046654486,590.9069787732,590776.057452165,1000000,0,131037.519797941,5.91E+008,5.91E+008,1.50E+004,0,15000,0,38828.1317312904,4.33E+005,1.31E+005,139373.568904845,127.1588342926,64713.5528854841
94.7645948972,598.4224384718,598273.045115976,1000000,0,149528.029919135,5.98E+008,5.98E+008,1.50E+004,0,15000,0,42412.1427903432,4.58E+005,1.50E+005,113378.555660141,125.592844222,70686.904650572
94.8245243458,607.0318350598,606864.801195151,1000000,0,167186.140321279,6.07E+008,6.07E+008,1.50E+004,0,15000,0,46515.4308215526,4.40E+005,1.67E+005,87120.0797822322,123.8386991581,77525.7180359209
94.8844537943,616.6032261557,616422.026867574,1000000,0,181365.649591472,6.17E+008,6.16E+008,1.50E+004,0,15000,0,51043.0713699213,3.76E+005,1.81E+005,63373.7734485209,121.9349436345,85071.7856165354
94.9443832429,626.8632997028,626673.28495313,1000000,0,190189.829861627,6.27E+008,6.27E+008,1.50E+004,0,15000,0,55819.7081077817,2.89E+005,1.90E+005,44288.0750192639,119.9466232932,93032.8468463028
95.0043126914,637.4758519061,637282.608624971,1000000,0,193421.503414445,6.37E+008,6.37E+008,1.50E+004,0,15000,0,60638.2823925713,2.06E+005,1.93E+005,30436.4652424031,117.9468535567,101063.803987619
95.06424214,648.1344163854,647942.483569146,1000000,0,192109.665529586,6.48E+008,6.48E+008,1.50E+004,0,15000,0,65315.9783990939,1.40E+005,1.92E+005,21077.7696186072,115.9969230013,108859.96399849
95.1241715885,658.6114671257,658423.948206676,1000000,0,187691.315572298,6.59E+008,6.58E+008,1.50E+004,0,15000,0,69722.8305962579,9.54E+004,1.88E+005,15004.1778876257,114.1372411446,116204.71766043
95.1841010371,668.7609177434,668579.683757411,1000000,0,181400.07666553,6.69E+008,6.69E+008,1.50E+004,0,15000,0,73781.6161399198,6.61E+004,1.81E+005,11129.5317930407,112.3889094074,122969.3602332
95.2558448526,680.3665043256,680194.060415181,1000000,0,172601.200673387,6.80E+008,6.80E+008,1.50E+004,0,15000,0,78132.3624105688,4.47E+004,1.73E+005,8302.4255408323,110.4523278533,130220.604017615
95.3302044731,691.7044673538,691541.691669876,1000000,0,162923.305104508,6.92E+008,6.92E+008,1.50E+004,0,15000,0,82042.6567383509,3.18E+004,1.63E+005,6621.3518919874,108.622740899,136737.761230585
95.4045640936,702.3204234409,702167.337599455,1000000,0,153223.777048882,7.02E+008,7.02E+008,1.50E+004,0,15000,0,85358.1288261835,2.41E+004,1.53E+005,5684.6180619469,106.9633415942,142263.548043639
95.4789237142,712.2248832971,712081.222753777,1000000,0,143789.060362281,7.12E+008,7.12E+008,1.50E+004,0,15000,0,88110.7942273392,1.94E+004,1.44E+005,5195.5451343712,105.4601016487,146851.323712232
95.5532833347,721.4435096102,721308.869433566,1000000,0,134759.681167026,7.21E+008,7.21E+008,1.50E+004,0,15000,0,90340.2341108086,1.64E+004,1.35E+005,4988.059023522,104.0984267944,150567.056851348
95.6276429552,730.0091257144,729883.038627209,1000000,0,126198.046729265,7.30E+008,7.30E+008,1.50E+004,0,15000,0,92088.5414871348,1.43E+004,1.26E+005,4966.9586515361,102.8643972945,153480.902478558
95.7020025758,737.9574308188,737839.409148647,1000000,0,118124.572295024,7.38E+008,7.38E+008,1.50E+004,0,15000,0,93397.6790919028,1.28E+004,1.18E+005,5076.1142592359,101.7452492246,155662.798486505
95.7800867176,745.6790672662,745568.992688718,1000000,0,110169.540689083,7.46E+008,7.46E+008,1.50E+004,0,15000,0,94343.9370556659,1.17E+004,1.10E+005,5293.8406886593,100.6811543025,157239.895092776
95.8916915509,755.6845609658,755584.950890177,1000000,0,99694.5852430073,7.56E+008,7.56E+008,1.50E+004,0,15000,0,95020.4078365226,1.04E+004,9.97E+004,5742.8324395766,99.3350720635,158367.346394204
96.0032963842,764.5790821793,764488.950807556,1000000,0,90206.4126734477,7.65E+008,7.64E+008,1.50E+004,0,15000,0,95007.3439708915,9.37E+003,9.02E+004,6318.1105705432,98.1683737825,158345.573284819
96.132115912,773.6015827889,773521.274013973,1000000,0,80374.0034970058,7.74E+008,7.74E+008,1.50E+004,0,15000,0,94272.800002178,8.39E+003,8.04E+004,7109.1740399594,97.012571846,157121.333336963
96.3011030603,783.648974851,783579.935764319,1000000,0,69093.0573452271,7.84E+008,7.84E+008,1.50E+004,0,15000,0,92365.7835300057,7.30E+003,6.91E+004,8321.4110493311,95.7570295594,153942.972550009
96.4788225122,792.3167657507,792257.863834012,1000000,0,58945.7607286259,7.92E+008,7.92E+008,1.50E+004,0,15000,0,89475.9388527094,6.29E+003,5.89E+004,9782.1118053406,94.699537811,149126.564754516
96.7351326962,801.9535176467,801906.660074676,1000000,0,46889.3840710729,8.02E+008,8.02E+008,1.50E+004,0,15000,0,84209.9026907207,5.04E+003,4.69E+004,12180.0554703339,93.5504672645,140349.837817868
97.0437256173,809.9523055109,809916.727660516,1000000,0,35598.3941086144,8.10E+008,8.10E+008,1.50E+004,0,15000,0,76874.5559541262,3.80E+003,3.56E+004,15452.979059082,92.6167819321,128124.259923544
97.4307426442,815.7771545174,815751.978690174,1000000,0,25185.979399962,8.16E+008,8.16E+008,1.50E+004,0,15000,0,67139.1442913864,2.65E+003,2.52E+004,20024.3178890784,91.9468358401,111898.573818977
97.8177596711,818.199991974,818182.183083414,1000000,0,17811.6832246145,8.18E+008,8.18E+008,1.50E+004,0,15000,0,57608.0455996851,1.88E+003,1.78E+004,24965.9868337307,91.6686158346,96013.4093328084
98.204776698,818.2174644751,818204.851835725,1000000,0,12610.2410455927,8.18E+008,8.18E+008,1.50E+004,0,15000,0,48770.1634426177,1.41E+003,1.26E+004,30144.7427879388,91.6624990452,81283.6057376962
98.5917937249,816.5434437365,816534.471360491,1000000,0,8966.3412079018,8.17E+008,8.17E+008,1.50E+004,0,15000,0,40862.3753339334,1.15E+003,8.97E+003,35460.6971216071,91.8474850405,68103.958889889
98.9788107518,813.6892550622,813682.81016091,1000000,0,6436.34176839,8.14E+008,8.14E+008,1.50E+004,0,15000,0,33964.4947458402,1.04E+003,6.44E+003,40845.2119493726,92.1675790959,56607.491243067
99.3658277786,810.0197167219,810015.007735576,1000000,0,4698.6928527622,8.10E+008,8.10E+008,1.50E+004,0,15000,0,28061.6865806293,1.02E+003,4.70E+003,46254.332828669,92.5836344744,46769.4776343821
99.7528448055,805.7935155719,805789.98325372,1000000,0,3520.8493353909,8.06E+008,8.06E+008,1.50E+004,0,15000,0,23085.6087945812,1.05E+003,3.52E+003,51661.4270290466,93.0681565415,38476.0146576354
100,802.8896462217,802886.651683941,1000000,0,2982.5317403813,8.03E+008,8.03E+008,1.50E+004,0,15000,0,20349.5246847191,1.08E+003,2.98E+003,55105.9800631891,93.4042502378,33915.8744745318
