t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
0.0445,749,748687.805768484,1000000,0,196,749000000,749000000,14979.0359450234,0,15000,0,2.62,4508.3463298318,196.129178723,250367.377036132,100.035260556,4.36
0.066,748,748371.414180978,1000000,0,288,748000000,748000000,14997.2669346594,0,15000,0,5.68,4514.399541848,287.7946894407,250592.419412915,100.1993572341,9.47
0.109,748,747741.613289315,1000000,0,466,748000000,748000000,14998.0485677118,0,15000,0,15.1939958168,4528.627723666,466.4675818166,251044.177034598,100.2889788475,25.3233263613
0.308,745,744925.343828643,1000000,0,1210,745000000,745000000,14998.1356819117,0,15000,0,109.8782734658,4622.71644826,1208.4187824831,253121.310822853,100.6687167121,183.1304557763
0.792,739,738619.483631522,1000000,0,2580,739000000,739000000,14998.2932698807,0,15000,0,578.1738249559,4954.9308095891,2582.8072910301,258059.086998609,101.5292285287,963.6230415932
1.5,730,730380.70445544,1000000,0,3940,730000000,730000000,14998.4457026116,0,15000,0,1536.4835072925,5509.2025526808,3939.4061450933,264949.504744559,102.6755335342,2560.8058454876
2.46,720,720411.718363854,1000000,0,5170,720000000,720000000,14998.5807241504,0,15000,0,2900.3445644092,6244.431751966,5172.1665849804,273695.698150819,104.0972845237,4833.9076073487
3.74,709,708562.114298723,1000000,0,6360,709000000,709000000,14998.7109107752,0,15000,0,4499.0873718771,7191.8475190743,6364.3565180262,284364.960695971,105.8390690675,7498.4789531285
5.64,694,693635.411355612,1000000,0,7870,694000000,694000000,14998.8897496433,0,15000,0,6375.7726620933,8683.4961042306,7873.6856632313,297797.259688998,108.1179644529,10626.2877701554
8.44,677,677296.88299806,1000000,0,10600,677000000,677000000,14999.2876485555,0,15000,0,8930.9299399125,11958.283678948,10646.9313816041,311378.87808606,110.729046782,14884.8832331875
10.3,672,672045.390280849,1000000,0,14100,672000000,672000000,14999.8453684543,0,15000,0,11301.4190022447,16826.3391328734,14087.9927549345,313194.557485035,111.5984544004,18835.6983370745
11.5,673,673402.945564757,1000000,0,18900,673000000,673000000,15000.6403971175,0,15000,0,13888.5950418131,25313.8789301464,18923.1642146583,307000.468355781,111.3793791363,23147.6584030219
12.2,679,678515.879866065,1000000,0,26200,679000000,679000000,15001.7981822836,0,15000,0,16861.9519243079,41597.3060795777,26159.4656786076,294646.112427158,110.5486152015,28103.2532071798
12.7,687,686586.926057537,1000000,0,38400,687000000,687000000,15003.675784284,0,15000,0,20654.7907326262,77733.5542551351,38395.3637341219,274331.084910327,109.2627547573,34424.6512210436
13,698,698137.176994687,1000000,0,61200,698000000,698000000,15007.0004460483,0,15000,0,25912.1419436179,166180.096319274,61217.752486086,239946.872170749,107.4788805164,43186.9032393632
13.3,713,712727.916458959,1000000,0,98900,713000000,713000000,15012.1596112657,0,15000,0,32719.6661687125,333610.876859404,98866.7097171396,187692.547124738,105.3148001123,54532.7769478542
13.4,731,730508.108387572,1000000,0,148000,731000000,731000000,15018.3693876252,0,15000,0,41236.7011550865,477399.216976278,147636.912002656,121124.323997288,102.7939951329,68727.8352584775
13.6,750,749820.567143354,1000000,0,184000,750000000,750000000,15022.4814311173,0,15000,0,50499.5835461674,399052.683843529,184475.186037708,64954.2419461061,100.173842179,84165.9725769457
13.7,773,772452.936008297,1000000,0,198000,773000000,772000000,15023.0661161799,0,15000,0,60991.9983194896,203743.296480573,197965.671120006,28808.7421527834,97.2425983246,101653.330532483
13.8,796,795332.709154206,1000000,0,191000,796000000,795000000,15020.9582259196,0,15000,0,70848.0767918976,87105.9094975797,190585.557038377,13286.2106879913,94.43191543,118080.127986496
14,822,821885.277138113,1000000,0,171000,822000000,822000000,15017.4049618889,0,15000,0,80923.3788611489,35360.3841365103,170563.152273966,6729.5149028852,91.3594961464,134872.298101915
14.1,844,844175.107243144,1000000,0,150000,844000000,844000000,15014.3155967792,0,15000,0,87893.0752949009,20223.2994847321,150009.909059852,4970.6587145836,88.928916927,146488.458824835
14.3,864,863417.517106283,1000000,0,131000,864000000,863000000,15011.7582824852,0,15000,0,92501.3081781866,14519.1663494494,131049.353083816,4669.5813592468,86.93220826,154168.846963644
14.5,885,884963.527055628,1000000,0,109000,885000000,885000000,15009.0607124318,0,15000,0,95637.1802910254,11132.2127216564,108988.328824651,5163.0716981243,84.8004480047,159395.300485042
14.8,908,907875.682596884,1000000,0,84600,908000000,908000000,15006.371031367,0,15000,0,95682.1542260922,8661.8901751167,84582.7789070745,6633.5783000967,82.6455169966,159470.257043487
15.2,932,931720.991258682,1000000,0,57400,932000000,932000000,15003.683924767,0,15000,0,89690.0158132745,6087.0754238728,57378.3938573398,9968.8365566069,80.5159702611,149483.359688791
15.9,951,951322.646417477,1000000,0,30200,951000000,951000000,15001.2734921814,0,15000,0,72811.6767562755,3192.9610772827,30236.9079132878,17489.0928011033,78.8442992957,121352.794593793
16.7,957,956591.633627127,1000000,0,14900,957000000,957000000,14999.9969874811,0,15000,0,53254.5748842253,1596.3533790273,14893.3627447605,27558.3971010031,78.4033461102,88757.6248070421
17.5,953,953198.410921563,1000000,0,7430,953000000,953000000,14999.3785919793,0,15000,0,37063.2080375828,1073.2420649244,7429.3614968606,38419.0217337245,78.6792047706,61772.0133959713
18.5,943,942761.397470706,1000000,0,3280,943000000,943000000,14999.0134226345,0,15000,0,22031.6242547993,1057.0175787823,3281.5626801005,53014.2751584523,79.5483006775,36719.3737579988
19.7,928,927803.050307089,1000000,0,1830,928000000,928000000,14998.8540536052,0,15000,0,11980.6067062584,1291.6836483358,1827.0853626705,69442.0594396888,80.8299457985,19967.6778437639
20.9,912,911963.343272025,1000000,0,1570,912000000,912000000,14998.790739525,0,15000,0,6707.7699715633,1578.0223930006,1572.6331056896,85552.0586929679,82.2335176637,11179.6166192722
22.1,896,896090.594009386,1000000,0,1699.6950576193,896000000,896000000,14998.7592943084,0,15000,0,4118.816024926,1876.3295737457,1699.6950576193,101313.618626005,83.6899717204,6864.6933748767
23.8,874,874148.040366284,1000000,0,2063.9402517929,874000000,874000000,14998.7319011707,0,15000,0,2715.0601473155,2306.6966689483,2063.9402517929,122913.869264695,85.790570982,4525.1002455259
25.6,851,851358.689398899,1000000,0,2519.2726790366,851000000,851000000,14998.7101522237,0,15000,0,2460.5606313278,2780.8311840989,2519.2726790366,145270.676700926,88.0869035519,4100.9343855463
27.7,826,825963.23694436,1000000,0,3077.8332629407,826000000,826000000,14998.69093833,0,15000,0,2740.6191861078,3352.4956274817,3077.8332629407,170132.963466013,90.7951484246,4567.6986435131
30.4,795,794875.782556254,1000000,0,3845.8507470085,795000000,795000000,14998.6775740282,0,15000,0,3394.5603271249,4142.4504025596,3845.8507470085,200483.48705719,94.3460469118,5657.6005452082
34.2,754,754137.134351534,1000000,0,5086.7682885193,754000000,754000000,14998.6942103824,0,15000,0,4545.0206557778,5438.3065912009,5086.7682885193,240021.955128925,99.4427507093,7575.0344262963
38.3,717,716866.15946165,1000000,0,6741.7414626521,717000000,717000000,14998.7959461022,0,15000,0,6042.5754072432,7217.5065857607,6741.7414626521,275675.226166246,104.6136419479,10070.959012072
42.3,689,688571.14551659,1000000,0,9170.9204970021,689000000,689000000,14999.0782249812,0,15000,0,8082.2162280571,9993.7191444244,9170.9204970021,301569.353664149,108.9145132107,13470.3603800951
44.9,677,676876.610603131,1000000,0,12174.8725277653,677000000,677000000,14999.536081711,0,15000,0,10283.26471968,13863.2322772844,12174.8725277653,310271.628080808,110.7996335429,17138.7745328001
46.4,675,675098.344309026,1000000,0,16047.1248078929,675000000,675000000,15000.1675372405,0,15000,0,12621.943888487,19831.9120786143,16047.1248078929,308179.416492697,111.0961659415,21036.5731474783
47.4,679,678557.125861423,1000000,0,21831.0001103409,679000000,679000000,15001.1007042253,0,15000,0,15377.0316505394,31025.288811147,21831.0001103409,298933.295078207,110.5367560998,25628.3860842324
48,685,685027.138912642,1000000,0,30615.0026305645,685000000,685000000,15002.4682797843,0,15000,0,18594.8718616663,52964.5796821959,30615.0026305645,283672.800718497,109.5027293634,30991.4531027771
48.4,695,694572.067595979,1000000,0,46195.2744158654,695000000,695000000,15004.785247705,0,15000,0,22903.4927364461,103963.473764973,46195.2744158654,258538.039756502,108.0146031472,38172.4878940768
48.8,709,708535.165988547,1000000,0,76779.7486895284,709000000,709000000,15009.0766333135,0,15000,0,29251.1354936399,230907.012173309,76779.7486895284,213976.47343805,105.9162434963,48751.8924893999
49,724,724189.383492063,1000000,0,118583.942776433,724000000,724000000,15014.5654716788,0,15000,0,36601.7274761493,398953.838355781,118583.942776433,156502.365867814,103.6646339613,61002.8791269154
49.1,743,743122.591553387,1000000,0,163796.896587869,743000000,743000000,15020.0004025368,0,15000,0,45643.425787213,447585.882837317,163796.896587869,92337.2256192054,101.0600442865,76072.3763120216
49.2,765,765179.126755167,1000000,0,190418.020294055,765000000,765000000,15022.4567902707,0,15000,0,56011.8279087643,285590.924156303,190418.020294055,43637.4835813186,98.1630069679,93353.0465146072
49.4,789,789020.092779879,1000000,0,191111.220026561,789000000,789000000,15021.3297608289,0,15000,0,66592.7935570769,125776.28973583,191111.220026561,19079.4761654089,95.1897796918,110987.989261795
49.5,812,811845.411621668,1000000,0,177645.19918035,812000000,812000000,15018.6419004344,0,15000,0,75760.400493119,55259.5402439162,177645.19918035,9697.3663035033,92.4969315922,126267.334155198
49.7,839,838911.590520321,1000000,0,154473.503359381,839000000,839000000,15014.9745463115,0,15000,0,84956.8919648191,24912.1886451372,154473.503359381,5775.840195464,89.4908040131,141594.819941365
49.9,861,860490.986629939,1000000,0,133672.624237762,861000000,860000000,15012.1061171068,0,15000,0,90579.3023496731,16093.1486797326,133672.624237762,4975.7645914697,87.2298859044,150965.503916122
50,880,879795.361036024,1000000,0,114154.484497035,880000000,880000000,15009.6721597121,0,15000,0,93911.5399625514,12220.5170424341,114154.484497035,5170.2450503648,85.3020646872,156519.233270919
50.3,902,901807.540122434,1000000,0,91030.7625556951,902000000,902000000,15007.0559540734,0,15000,0,95031.8674333564,9449.716888862,91030.7625556951,6259.7988268523,83.20542514,158386.445722261
50.7,925,925018.990701782,1000000,0,65227.7417709453,925000000,925000000,15004.429448391,0,15000,0,91407.676941212,6919.8699433275,65227.7417709453,8828.1833589437,81.1033589538,152346.128235353
51.3,947,947351.571592567,1000000,0,36594.3657432837,947000000,947000000,15001.8177761191,0,15000,0,77636.6429157479,3913.3321995224,36594.3657432837,15106.6745197294,79.1776687028,129394.40485958
52.2,956,956436.338540532,1000000,0,16644.4321694337,956000000,956000000,15000.1410847452,0,15000,0,55812.3651337223,1762.0074836755,16644.4321694337,25962.7763086894,78.416829643,93020.6085562038
53.1,953,953398.055215143,1000000,0,7656.9239082494,953000000,953000000,14999.3976969097,0,15000,0,37483.9080777248,1084.7794152751,7656.9239082494,37991.6151571266,78.6628293128,62473.1801295413
53.9,945,944986.022247747,1000000,0,3776.0317330399,945000000,945000000,14999.0597570765,0,15000,0,24261.7716378433,1034.3508290682,3776.0317330399,50292.9562097192,79.3612783891,40436.2860630723
54.8,934,934316.323315212,1000000,0,2215.4334419557,934000000,934000000,14998.9035128995,0,15000,0,15454.4950459088,1180.8572507874,2215.4334419557,62533.9246913118,80.2667316123,25757.4917431813
55.7,923,922784.507645952,1000000,0,1675.5144161699,923000000,923000000,14998.828116291,0,15000,0,9878.057790462,1380.8152151707,1675.5144161699,74617.1917414072,81.2693970912,16463.42965077
56.9,906,906266.034471131,1000000,0,1594.8347224991,906000000,906000000,14998.7774744729,0,15000,0,5544.7048045166,1683.9606424302,1594.8347224991,91232.863163674,82.7504116009,9241.1746741944
58.3,889,888687.749492768,1000000,0,1808.9509522341,889000000,889000000,14998.748885256,0,15000,0,3441.0941953943,2019.0385749431,1808.9509522341,108614.609983378,84.3870577366,5735.1569923238
60,866,865684.965319627,1000000,0,2227.2447126119,866000000,866000000,14998.7233049122,0,15000,0,2529.3437220844,2479.1675640697,2227.2447126119,131222.102762438,86.6292237117,4215.5728701406
62,841,840862.616856674,1000000,0,2743.8074787095,841000000,841000000,14998.7015354124,0,15000,0,2532.0950488154,3010.7423550051,2743.8074787095,155552.710291711,89.1863976037,4220.1584146924
64.3,814,813771.491886137,1000000,0,3366.1620948061,814000000,814000000,14998.6840284803,0,15000,0,2969.9749423728,3648.1784537081,3366.1620948061,182048.571149388,92.1553788627,4949.958237288
67.3,780,780194.532497277,1000000,0,4253.6534752862,780000000,780000000,14998.6775032805,0,15000,0,3770.9147953923,4565.3663382489,4253.6534752862,214771.615230552,96.1213958734,6284.8579923205
71.8,735,735401.210197076,1000000,0,5819.7946335845,735000000,735000000,14998.7282895498,0,15000,0,5217.1116203098,6217.9735705733,5819.7946335845,258043.588130178,101.9764999131,8695.1860338497
76.3,698,698399.875375419,1000000,0,8065.2134808912,698000000,698000000,14998.9344429573,0,15000,0,7180.4783623905,8699.7567783566,8065.2134808912,292836.503196175,107.3807067541,11967.4639373176
79.5,680,680168.367416439,1000000,0,10834.1386786375,680000000,680000000,14999.324058483,0,15000,0,9346.3231964327,12063.8833510171,10834.1386786375,308317.314699208,110.2618467502,15577.2053273878
81.5,675,675025.312909975,1000000,0,14320.1853603719,675000000,675000000,14999.8849614481,0,15000,0,11640.4322397695,17021.6503673085,14320.1853603719,309979.462095881,111.1060924277,19400.7203996158
82.6,677,676607.855951261,1000000,0,19069.0274070229,677000000,677000000,15000.6583989075,0,15000,0,14148.2105001014,25340.2120628473,19069.0274070229,303646.489720808,110.8519378468,23580.3508335022
83.4,682,682135.403137163,1000000,0,26600.8662413398,682000000,682000000,15001.850119322,0,15000,0,17229.1786805008,42241.5797314644,26600.8662413398,290581.568629097,109.9624066595,28715.2978008346
83.9,690,690241.134797678,1000000,0,38619.8251731386,690000000,690000000,15003.6730517675,0,15000,0,20961.7525040319,77475.0131924872,38619.8251731386,270448.760298192,108.6842865151,34936.2541733864
84.3,703,703108.008310974,1000000,0,63818.1822115983,703000000,703000000,15007.2915238432,0,15000,0,26759.7225817069,174532.858317595,63818.1822115983,232370.637699807,106.7210965204,44599.5376361781
84.5,718,717966.591388824,1000000,0,101606.561166287,718000000,718000000,15012.3829733734,0,15000,0,33655.2168570205,337187.724448069,101606.561166287,179708.779333682,104.5479215428,56092.0280950342
84.7,737,737322.199589008,1000000,0,151715.218492576,737000000,737000000,15018.6190712818,0,15000,0,42872.4647265452,458663.357984084,151715.218492576,110225.108140475,101.8456997474,71454.1078775753
84.8,760,759987.644243528,1000000,0,186853.334789317,760000000,760000000,15022.2569143442,0,15000,0,53607.8577775096,330246.370284054,186853.334789317,52398.8466413799,98.8322443669,89346.4296291827
85,786,785637.076918312,1000000,0,192218.297224666,786000000,786000000,15021.6375340682,0,15000,0,65145.7772221325,142433.64105132,192218.297224666,21358.7967387763,95.6016332184,108576.295370221
85.1,811,810472.410712716,1000000,0,178669.498230729,811000000,810000000,15018.8219357603,0,15000,0,75241.4997040241,57914.47108668,178669.498230729,10047.4401397108,92.6547389969,125402.499506707
85.3,838,837784.829574597,1000000,0,155518.858624879,838000000,838000000,15015.1275459134,0,15000,0,84617.4729919355,25609.8759258434,155518.858624879,5858.3715923254,89.6120758927,141029.121653226
85.5,860,860211.546952774,1000000,0,133949.709601598,860000000,860000000,15012.1423348332,0,15000,0,90518.1839876593,16168.1166205241,133949.709601598,4978.3980676668,87.2584330448,150863.639979432
85.6,879,879111.668297709,1000000,0,114857.68632577,879000000,879000000,15009.7560493238,0,15000,0,93826.3717661553,12325.3460732526,114857.68632577,5151.418950183,85.3688819669,156377.286276926
85.9,902,901943.637261906,1000000,0,90884.5477999666,902000000,902000000,15007.0402443894,0,15000,0,95027.4848233512,9434.7668454875,90884.5477999666,6269.7804920384,83.1927829213,158379.141372252
86.3,925,925139.475463558,1000000,0,65087.6788511349,925000000,925000000,15004.4159479466,0,15000,0,91369.8295848984,6906.053469273,65087.6788511349,8847.6411721401,81.0927235616,152283.049308164
86.9,947,947240.693252222,1000000,0,36762.0833617798,947000000,947000000,15001.8322838613,0,15000,0,77762.6679201902,3931.9660237778,36762.0833617798,15049.9459523681,79.1870133469,129604.44653365
87.8,956,956461.264639085,1000000,0,16402.415921725,956000000,956000000,15000.121162035,0,15000,0,55428.0558206138,1739.0500420811,16402.415921725,26179.8417735218,78.4146818935,92380.0930343563
88.7,953,953115.503024417,1000000,0,7412.3913007626,953000000,953000000,14999.3770771003,0,15000,0,36810.7702902118,1074.2881913079,7412.3913007626,38518.9827518187,78.6860408288,61351.2838170197
89.6,944,944315.434273212,1000000,0,3618.1273745956,944000000,944000000,14999.0450877788,0,15000,0,23541.8415982282,1040.6598667636,3618.1273745956,51122.11928842,79.4175576476,39236.4026637136
90.5,933,933280.004842848,1000000,0,2135.711886935,933000000,933000000,14998.8941788147,0,15000,0,14825.3454815455,1197.9772581769,2135.711886935,63651.0011168114,80.3558101587,24708.9091359092
91.4,921,921420.182019122,1000000,0,1648.0450596207,921000000,921000000,14998.8221968797,0,15000,0,9388.4337264438,1405.3469783878,1648.0450596207,76010.3510778554,81.3896986932,15647.389544073
92.6,905,905213.178036767,1000000,0,1602.3308137058,905000000,905000000,14998.7753087066,0,15000,0,5362.8142168028,1703.6732446092,1602.3308137058,92279.2763557763,82.8466469149,8938.0236946714
94,887,887220.025314586,1000000,0,1832.6499699818,887000000,887000000,14998.7469954481,0,15000,0,3336.2591852086,2047.618583383,1832.6499699818,110060.102844315,84.5266482242,5560.4319753477
95.7,865,864685.613370073,1000000,0,2247.025959801,865000000,865000000,14998.7223336054,0,15000,0,2515.9218960424,2499.7995337987,2247.025959801,132202.672796991,86.7293389741,4193.2031600707
97.8,839,839204.87819732,1000000,0,2780.0619231816,839000000,839000000,14998.7002560889,0,15000,0,2550.0737232573,3047.8242946044,2780.0619231816,157175.852209033,89.3625659583,4250.1228720955
100,812,811939.035737564,1000000,0,3410.8140229721,812000000,812000000,14998.683154289,0,15000,0,3007.8554150068,3694.055502022,3410.8140229721,183838.207781336,92.3633579254,5013.0923583447
103,778,777632.661370579,1000000,0,4328.6736194531,778000000,778000000,14998.6780643381,0,15000,0,3840.6625609798,4643.46232417,4328.6736194531,217261.028009265,96.4380665153,6401.1042682997
108,732,732217.053958495,1000000,0,5960.9258276937,732000000,732000000,14998.7369080071,0,15000,0,5345.0203196768,6369.5139542442,5960.9258276937,261089.797189899,102.4200189474,8908.3671994613
112,696,695599.947250109,1000000,0,8334.9346930927,696000000,696000000,14998.9675445662,0,15000,0,7404.7674236656,9010.1891628016,8334.9346930927,295369.509767957,107.8131733898,12341.2790394426
115,679,679245.316779274,1000000,0,11126.7957381606,679000000,679000000,14999.3696182074,0,15000,0,9557.0169311883,12445.9971496309,11126.7957381606,308948.631035123,110.4120208685,15928.3615519806
117,675,674965.195262721,1000000,0,14643.3120595393,675000000,675000000,14999.9378491957,0,15000,0,11831.0552456623,17528.9591523223,14643.3120595393,309716.512838812,111.1163801813,19718.4254094371
118,677,677030.387995963,1000000,0,19703.585691416,677000000,677000000,15000.7605819622,0,15000,0,14442.9277955033,26592.01306737,19703.585691416,302588.976225744,110.783510223,24071.5463258389
119,683,682680.75995307,1000000,0,27340.3069649792,683000000,683000000,15001.9647917051,0,15000,0,17492.1750923927,44131.7425813427,27340.3069649792,289296.224994033,109.8754034956,29153.6251539878
120,691,691112.447141671,1000000,0,40072.2926509293,691000000,691000000,15003.8882182483,0,15000,0,21352.7616282797,82325.3501865077,40072.2926509293,268124.107713051,108.5488206753,35587.9360471329
120,705,704682.015129767,1000000,0,67448.1715752636,705000000,705000000,15007.7959581171,0,15000,0,27478.8523596842,190106.730345067,67448.1715752636,227165.063884179,106.4862990391,45798.0872661404
120,720,720091.395889377,1000000,0,107407.694984938,720000000,720000000,15013.1358434162,0,15000,0,34658.3696800698,359804.030733213,107407.694984938,171780.710414655,104.2446551168,57763.949466783
120,740,739946.236251128,1000000,0,157423.85639482,740000000,740000000,15019.2807686172,0,15000,0,44126.8967746606,456344.939986401,157423.85639482,101889.803836505,101.4890003679,73544.8279577677
120,762,761781.168647443,1000000,0,188257.343721438,762000000,762000000,15022.3494854191,0,15000,0,54441.5645163237,314746.486928522,188257.343721438,49199.5183783153,98.6001630369,90735.9408605396
121,785,784345.481863134,1000000,0,192557.55283874,785000000,784000000,15021.7454750734,0,15000,0,64588.0458195414,149317.308195854,192557.55283874,22312.4274360247,95.7597501511,107646.743032569
121,806,805735.876465654,1000000,0,182036.836966594,806000000,806000000,15019.4312763578,0,15000,0,73417.2639904971,68331.0093150968,182036.836966594,11421.3688211863,93.2031929758,122362.106650829
121,834,833372.751835197,1000000,0,159561.224538108,834000000,833000000,15015.7284109129,0,15000,0,83249.1168840957,28674.2048021937,159561.224538108,6232.491457906,90.0901090049,138748.52814016
121,859,859010.765979494,1000000,0,135138.419189496,859000000,859000000,15012.2982748394,0,15000,0,90251.7598538987,16498.6173843148,135138.419189496,4991.6690464988,87.3813162151,150419.599756498
121,880,880190.540174585,1000000,0,113747.639485254,880000000,880000000,15009.6237474793,0,15000,0,93959.5532899406,12160.6794724009,113747.639485254,5181.5161508856,85.26349161,156599.255483234
121,903,902461.576323695,1000000,0,90327.6818438494,903000000,902000000,15006.9805042422,0,15000,0,95009.3271913892,9377.9837376694,90327.6818438494,6308.1900036145,83.1447060903,158348.878652315
122,926,925671.404831738,1000000,0,64468.256426308,926000000,926000000,15004.3563349409,0,15000,0,91199.6868071765,6844.8716265922,64468.256426308,8934.6029182228,81.0458023043,151999.478011961
122,947,946944.97916668,1000000,0,37206.8267318094,947000000,947000000,15001.8707943466,0,15000,0,78093.4775393809,3981.3450252149,37206.8267318094,14901.2119376667,79.2119453843,130155.795898968
123,957,956529.481126604,1000000,0,15146.9782424582,957000000,957000000,15000.0178520982,0,15000,0,53362.5950437045,1622.7963879392,15146.9782424582,27366.9960029665,78.4085495955,88937.6584061742
124,952,951552.921789434,1000000,0,6302.8878023523,952000000,952000000,14999.2827889598,0,15000,0,33553.0952957438,1036.0256112303,6302.8878023523,41192.6311748432,78.8147587249,55921.8254929064
126,941,940868.532433663,1000000,0,2966.1626347078,941000000,941000000,14998.9826165104,0,15000,0,20259.7419640615,1081.496623878,2966.1626347078,55224.4334210105,79.7081744126,33766.2366067692
127,928,928116.975593777,1000000,0,1843.7674472145,928000000,928000000,14998.856288967,0,15000,0,12101.5562544782,1286.2900140966,1843.7674472145,69111.1381265043,80.8026180071,20169.2604241303
128,915,914737.069584088,1000000,0,1578.4263038857,915000000,915000000,14998.7986059896,0,15000,0,7372.5443902696,1526.9744859164,1578.4263038857,82769.765450609,81.9842067448,12287.5739837827
129,898,898320.168210008,1000000,0,1671.6499423675,898000000,898000000,14998.7628486538,0,15000,0,4370.0860975604,1833.8291879674,1671.6499423675,99109.8599944513,83.4822782535,7283.4768292673
130,878,878446.759792008,1000000,0,1984.5923167763,878000000,878000000,14998.7365822669,0,15000,0,2864.507673087,2220.5689060716,1984.5923167763,118690.19913383,85.3707775405,4774.1794551451
132,858,858331.362703499,1000000,0,2374.9606739845,858000000,858000000,14998.7163521951,0,15000,0,2463.4702151525,2632.3866510844,2374.9606739845,138435.342872241,87.3713638108,4105.7836919208
134,830,830353.246651686,1000000,0,2977.4516227011,830000000,830000000,14998.6938395692,0,15000,0,2669.2390336651,3249.7367365899,2977.4516227011,165838.945489501,90.3151393702,4448.7317227752
137,801,801168.713795095,1000000,0,3681.0913327788,801000000,801000000,14998.6790448518,0,15000,0,3245.2443498164,3972.3148317462,3681.0913327788,194349.022465934,93.6049972159,5408.7405830273
140,764,764232.54604057,1000000,0,4743.7769079577,764000000,764000000,14998.6845147236,0,15000,0,4226.9446314281,5077.3623673919,4743.7769079577,230259.43975141,98.1290615823,7044.9077190469
145,716,716078.54216664,1000000,0,6787.5086399711,716000000,716000000,14998.7999753203,0,15000,0,6082.8970720674,7267.7579371337,6787.5086399711,276417.863855511,104.7287349928,10138.1617867789
149,687,686562.769056814,1000000,0,9472.8864429718,687000000,687000000,14999.1207159666,0,15000,0,8320.1148702656,10357.664990386,9472.8864429718,303277.772252752,109.233426221,13866.8581171094
152,676,676457.777341807,1000000,0,12446.2755193692,676000000,676000000,14999.5797980882,0,15000,0,10464.2888668067,14243.2125838896,12446.2755193692,310419.476912658,110.8685589885,17440.4814446778
153,675,675247.023587336,1000000,0,16508.0685080075,675000000,675000000,15000.2428036489,0,15000,0,12869.3330192561,20623.4484966034,16508.0685080075,307569.644374511,111.0722615552,21448.8883654268
154,679,678948.542326368,1000000,0,22356.0945288036,679000000,679000000,15001.1840760433,0,15000,0,15596.0491059186,32174.7715512562,22356.0945288036,298016.392253765,110.4736452091,25993.4151765309
155,686,685960.157831276,1000000,0,31967.5110240037,686000000,686000000,15002.6742905144,0,15000,0,19024.2680612563,56824.8222658763,31967.5110240037,281386.339036351,109.3552892193,31707.1134354272
155,696,696037.508368867,1000000,0,48965.2612526818,696000000,696000000,15005.1861622522,0,15000,0,23561.2774625601,114325.510637666,48965.2612526818,254301.143938812,107.7900686517,39268.7957709334
156,711,711097.363372787,1000000,0,83293.3441012857,711000000,711000000,15009.9577410973,0,15000,0,30438.770661696,259565.053371436,83293.3441012857,204898.111937602,105.5408057618,50731.28443616
156,730,730221.188916157,1000000,0,134552.100445028,730000000,730000000,15016.5575826657,0,15000,0,39477.0958935694,440713.37808158,134552.100445028,134496.35501752,102.8219792208,65795.1598226157
156,753,752918.38353663,1000000,0,179414.787948923,753000000,753000000,15021.6278113077,0,15000,0,50293.2099659278,388911.965393572,179414.787948923,66913.7308805608,99.7560169852,83822.0166098797
156,775,774606.999838914,1000000,0,193353.896192113,775000000,775000000,15022.3469480749,0,15000,0,60295.9063346963,210953.740458927,193353.896192113,31264.3037934088,96.9675393535,100493.177224494
156,798,797495.193529264,1000000,0,187152.201537876,798000000,797000000,15020.4299127554,0,15000,0,70124.154519735,92025.9789719668,187152.201537876,14554.9227589939,94.1725419453,116873.590866225
156,824,823950.214202849,1000000,0,167869.533988262,824000000,824000000,15017.0147078293,0,15000,0,80128.7040010371,37445.9028143997,167869.533988262,7356.1338777217,91.1281679947,133547.840001729
157,847,846756.757871892,1000000,0,147068.116080851,847000000,847000000,15013.9165834362,0,15000,0,87200.9422594967,20839.8793403162,147068.116080851,5328.2223530647,88.6554281608,145334.903765828
157,866,866339.374094367,1000000,0,127835.769237171,866000000,866000000,15011.3544622811,0,15000,0,91779.4022793451,14674.6370667606,127835.769237171,4958.3895711977,86.6366859868,152965.670465575
157,888,887546.406570616,1000000,0,106122.00258177,888000000,888000000,15008.7326757397,0,15000,0,94683.0525624129,11133.6069328389,106122.00258177,5443.9384099684,84.5518192887,157805.087604022
157,910,909985.644903811,1000000,0,82156.5266114518,910000000,910000000,15006.1201660251,0,15000,0,94463.3093856176,8566.2074040673,82156.5266114518,6947.7607503166,82.4525103778,157438.848976029
158,933,933244.65160969,1000000,0,55429.334027246,933000000,933000000,15003.5031242776,0,15000,0,88166.1047259678,5934.5931548203,55429.334027246,10392.714322456,80.3835473281,146943.507876613
158,952,952079.383631562,1000000,0,28741.935005983,952000000,952000000,15001.1472534644,0,15000,0,70865.4126007058,3038.3294622819,28741.935005983,18226.5732505894,78.7809688529,118109.021001176
