t,(Var=C2) C2,(Var=CP) CP,(Var=CT) CT,(Var=EmptySet) EmptySet,(Var=J_Reaction1) J_Reaction1,(Var=J_Reaction2) J_Reaction2,(Var=J_Reaction3) J_Reaction3,(Var=J_Reaction4) J_Reaction4,(Var=J_Reaction5) J_Reaction5,(Var=J_Reaction6) J_Reaction6,(Var=J_Reaction7) J_Reaction7,(Var=J_Reaction8) J_Reaction8,(Var=J_Reaction9) J_Reaction9,(Var=M) M,(Var=pM) pM,(Var=Y) Y,(Var=YP) YP
159,956,956450.275633886,1000000,0,13583.7054499992,956000000,956000000,14999.8892173291,0,15000,0,50605.1474242077,1485.6683643025,13583.7054499992,29009.5550553483,78.4143702995,84341.9123736796
160,952,951934.911933449,1000000,0,6542.8436750755,952000000,952000000,14999.3032979271,0,15000,0,34288.5984016815,1042.8833543386,6542.8436750755,40570.3029282447,78.7832398513,57147.6640028026
161,943,943363.154442815,1000000,0,3413.2326285262,943000000,943000000,14999.0258219854,0,15000,0,22568.8604436518,1050.6775881021,3413.2326285262,52280.246349407,79.4976237483,37614.7674060864
162,933,933037.41510444,1000000,0,2118.2250037856,933000000,933000000,14998.892089807,0,15000,0,14682.4207175689,1202.0209701313,2118.2250037856,63911.3203455763,80.3766914756,24470.7011959481
163,919,919096.371926435,1000000,0,1612.7362435208,919000000,919000000,14998.8130682702,0,15000,0,8619.2501834944,1447.3832413415,1612.7362435208,78371.7938320083,81.5954318089,14365.4169724907
164,902,902222.290921222,1000000,0,1628.4858506933,902000000,902000000,14998.7695686956,0,15000,0,4892.1132927896,1759.9125148322,1628.4858506933,95246.999295321,83.1212535958,8153.5221546494
165,884,884203.313358411,1000000,0,1883.074146224,884000000,884000000,14998.7432582647,0,15000,0,3145.9047110151,2106.6730950644,1883.074146224,113029.407285831,84.8150138756,5243.1745183585
167,860,859833.326025581,1000000,0,2344.3978137193,860000000,860000000,14998.7177366384,0,15000,0,2471.1360805574,2600.8230897008,2344.3978137193,136962.440477635,87.2187509059,4118.5601342623
169,836,836375.908241467,1000000,0,2842.4421696314,836000000,836000000,14998.6981276916,0,15000,0,2584.1516527992,3111.6242335519,2842.4421696314,159945.270826074,89.6648144686,4306.9194213321
172,806,805996.605371183,1000000,0,3558.2152106403,806000000,806000000,14998.6806575697,0,15000,0,3135.8621798166,3845.6855554714,3558.2152106403,189639.179243161,93.0443165493,5226.436966361
175,770,769757.541708092,1000000,0,4567.6778750108,770000000,770000000,14998.6810792342,0,15000,0,4063.1190905583,4892.9127164931,4567.6778750108,224905.018297092,97.4247101623,6771.8651509305
179,728,728056.619816265,1000000,0,6154.6898977945,728000000,728000000,14998.7497908642,0,15000,0,5519.7570173694,6578.3905889808,6154.6898977945,265060.6275026,103.0053802316,9199.5950289489
184,694,694473.194659226,1000000,0,8451.801641984,694000000,694000000,14998.9823163302,0,15000,0,7501.0994593784,9145.6897521383,8451.801641984,296380.522045789,107.9882019326,12501.8324322973
187,679,678846.386234928,1000000,0,11267.6779799959,679000000,679000000,14999.3917186296,0,15000,0,9657.1993216468,12632.0064823876,11267.6779799959,309207.078127436,110.4770683234,16095.3322027447
188,675,674944.64011409,1000000,0,14923.720388136,675000000,675000000,14999.9837544966,0,15000,0,11993.7815698766,17976.0716124626,14923.720388136,309456.679933866,111.12010425,19989.6359497943
190,677,677185.973442931,1000000,0,19930.0318007257,677000000,677000000,15000.7969654078,0,15000,0,14546.1998701505,27046.6342747239,19930.0318007257,302206.7888578,110.7583260263,24243.6664502508
190,683,683129.88928332,1000000,0,27954.7062935864,683000000,683000000,15002.0597880739,0,15000,0,17706.5199646594,45732.0260381787,27954.7062935864,288232.246592062,109.8038603157,29510.8666077657
191,692,691716.449754481,1000000,0,41099.9272392806,692000000,692000000,15004.0398757931,0,15000,0,21623.573039703,85825.4970189896,41099.9272392806,266491.865482671,108.4551327435,36039.288399505
191,705,704711.572444408,1000000,0,67517.3957353733,705000000,705000000,15007.8055424393,0,15000,0,27492.3834306322,190405.900104065,67517.3957353733,227066.252782958,106.4819007469,45820.6390510537
191,720,719712.941930431,1000000,0,106372.966485004,720000000,720000000,15013.002093117,0,15000,0,34479.4500893235,355868.755777292,106372.966485004,173194.272361186,104.2985419496,57465.7501488725
191,739,738914.323393746,1000000,0,155224.943309466,739000000,739000000,15019.0276034525,0,15000,0,43633.7097133024,457811.252831129,155224.943309466,105121.663888819,101.6290192784,72722.8495221706
192,762,761852.422620764,1000000,0,188309.276800479,762000000,762000000,15022.3526363268,0,15000,0,54474.6192848366,314130.714894852,188309.276800479,49076.2600200981,98.5909619126,90791.0321413943
192,788,787426.204949183,1000000,0,191670.759912991,788000000,787000000,15021.479064552,0,15000,0,65913.5722958069,133380.956664588,191670.759912991,20115.4174385322,95.3834084397,109855.953826345
192,812,812008.364706617,1000000,0,177522.307172122,812000000,812000000,15018.6204473341,0,15000,0,75821.6829228297,54954.4566653394,177522.307172122,9657.1423964662,92.4782372948,126369.471538049
192,839,838930.160947001,1000000,0,154456.232901089,839000000,839000000,15014.9720265284,0,15000,0,84962.4509642529,24900.9559902706,154456.232901089,5774.5216739036,89.4888080408,141604.084940421
192,860,860125.221535638,1000000,0,134035.27329555,860000000,860000000,15012.1535288415,0,15000,0,90499.2355534053,16191.421659155,134035.27329555,4979.2460307896,87.2672557028,150832.059255676
192,880,879492.116164092,1000000,0,114466.487751042,880000000,879000000,15009.7093473463,0,15000,0,93874.0917855323,12266.8062717728,114466.487751042,5161.7896014703,85.3316878656,156456.819642554
193,901,901247.990348798,1000000,0,91631.4289785936,901000000,901000000,15007.1205956972,0,15000,0,95048.200784024,9511.317929956,91631.4289785936,6219.2411272968,83.2574427705,158413.667973373
193,925,924483.519511429,1000000,0,65849.1762968585,925000000,924000000,15004.4894405079,0,15000,0,91572.8431369166,6981.0943427902,65849.1762968585,8742.7548737598,81.1506593889,152621.405228194
194,947,946978.488338495,1000000,0,37156.6135334741,947000000,947000000,15001.8664434213,0,15000,0,78056.3718191175,3975.7724338446,37156.6135334741,14917.882505179,79.2091194687,130093.953031863
195,956,956385.496300444,1000000,0,17058.8365377904,956000000,956000000,15000.1752064931,0,15000,0,56460.5826188444,1801.6942323796,17058.8365377904,25599.2646086697,78.4211767353,94100.9710314073
195,954,953671.474565708,1000000,0,7910.7530260899,954000000,954000000,14999.4190505746,0,15000,0,38167.54381397,1096.3642942831,7910.7530260899,37464.0930157947,78.6403884913,63612.5730232833
196,946,945524.895520188,1000000,0,3911.9727960494,946000000,946000000,14999.0722776736,0,15000,0,24862.8352265725,1029.7952672227,3911.9727960494,49617.6028651903,79.3161150422,41438.0587109542
197,935,935065.155328569,1000000,0,2278.4352351581,935000000,935000000,14998.9106980659,0,15000,0,15928.6294822983,1168.6583110147,2278.4352351581,61721.3419898001,80.2024897013,26547.7158038304
198,924,923704.909771446,1000000,0,1697.2159440841,924000000,924000000,14998.8323724792,0,15000,0,10225.381611283,1364.3348936053,1697.2159440841,73674.1676641938,81.1884413183,17042.3026854717
199,907,907141.272266718,1000000,0,1589.3622481597,907000000,907000000,14998.7793391591,0,15000,0,5702.7634756063,1667.6070792409,1589.3622481597,90362.2226100977,82.6705817368,9504.6057926771
201,890,889739.717973814,1000000,0,1792.3392187877,890000000,890000000,14998.7502718294,0,15000,0,3521.5327347782,1998.6143283044,1792.3392187877,107578.201283892,84.2872919396,5869.2212246303
202,867,866926.325316995,1000000,0,2202.810896727,867000000,867000000,14998.7245236871,0,15000,0,2548.2135031009,2453.6198663824,2202.810896727,130003.935245367,86.505185537,4247.0225051681
204,842,842284.808527727,1000000,0,2712.8787211913,842000000,842000000,14998.7026513568,0,15000,0,2517.9346073801,2979.1036346928,2712.8787211913,154160.025217402,89.0358136553,4196.5576789669
207,815,815410.525581995,1000000,0,3326.5290340103,815000000,815000000,14998.684849414,0,15000,0,2936.773517744,3607.4787513853,3326.5290340103,180447.531520223,91.9701449691,4894.6225295733
210,782,782141.624018377,1000000,0,4197.4633920328,782000000,782000000,14998.6772019016,0,15000,0,3718.7307922577,4506.9342435499,4197.4633920328,212878.766757318,95.8821058828,6197.8846537628
214,738,737830.285716505,1000000,0,5715.8893659394,738000000,738000000,14998.7223626902,0,15000,0,5122.6108296172,6106.7152820694,5715.8893659394,255715.988906676,101.6407340079,8537.6847160287
218,701,700845.720260143,1000000,0,7849.971271527,701000000,701000000,14998.9090859545,0,15000,0,6999.5653475786,8454.2266467784,7849.971271527,290603.454890957,107.0057835296,11665.9422459643
222,681,680987.52789934,1000000,0,10605.0242513209,681000000,681000000,14999.2887619572,0,15000,0,9178.9293617869,11768.6832917887,10605.0242513209,307726.449712026,110.128953523,15298.2156029782
224,675,675110.247675898,1000000,0,14047.1134375943,675000000,675000000,14999.8402906393,0,15000,0,11476.6731308527,16599.4989137722,14047.1134375943,310167.514590769,111.09178347,19127.7885514212
225,676,676314.762628735,1000000,0,18605.904095753,676000000,676000000,15000.5836128657,0,15000,0,13927.9433411868,24447.3172561772,18605.904095753,304402.999910587,110.8994246596,23213.238901978
226,682,681591.471769257,1000000,0,25869.599527109,682000000,682000000,15001.736336836,0,15000,0,16963.3954765084,40411.2965789055,25869.599527109,291857.311373137,110.0493254258,28272.3257941807
226,690,689544.656876483,1000000,0,37483.7822734582,690000000,690000000,15003.5040742911,0,15000,0,20648.7495166799,73762.8511461418,37483.7822734582,272281.978731894,108.7928383221,34414.5825277998
227,702,701865.221338238,1000000,0,61032.3277512638,702000000,702000000,15006.9018621162,0,15000,0,26193.8792412541,162759.422200714,61032.3277512638,236400.524702914,106.9072907866,43656.4654020902
227,717,716598.648829624,1000000,0,97891.2582060968,717000000,717000000,15011.8969552994,0,15000,0,33011.2738235374,322073.771547788,97891.2582060968,184793.396507212,104.7441059219,55018.7897058957
227,736,735761.751296341,1000000,0,148144.21308953,736000000,736000000,15018.1983192224,0,15000,0,42126.1477846595,457788.042235629,148144.21308953,115358.125851922,102.0588410091,70210.2463077658
227,758,758004.062168591,1000000,0,185078.607600864,758000000,758000000,15022.123961305,0,15000,0,52682.1710278137,347273.324791712,185078.607600864,56159.1412598174,99.0899964199,87803.6183796895
227,784,783571.599877088,1000000,0,192737.263228897,784000000,784000000,15021.8073947128,0,15000,0,64252.5128743147,153584.255238374,192737.263228897,22907.3727343729,95.8547208517,107087.521457191
227,809,808553.624242876,1000000,0,180066.017059713,809000000,809000000,15019.0711606363,0,15000,0,74508.7945196166,61889.2399621334,180066.017059713,10571.6251719153,92.8761600364,124181.324199361
228,836,835815.374551325,1000000,0,157333.664122515,836000000,836000000,15015.3954530325,0,15000,0,84014.3115654031,26909.2476121381,157333.664122515,6014.988759991,89.8248339898,140023.852609005
228,859,858565.433191819,1000000,0,135578.458698504,859000000,859000000,15012.3562347256,0,15000,0,90151.400130798,16624.7412792206,135578.458698504,4997.407218354,87.4269779236,150252.33355133
228,878,877747.736486276,1000000,0,116257.989115997,878000000,878000000,15009.92390805,0,15000,0,93648.616145331,12539.6345311204,116257.989115997,5116.4105042957,85.5024928241,156081.026908885
228,900,900370.872028509,1000000,0,92571.4632589761,900000000,900000000,15007.2220974795,0,15000,0,95068.4146781517,9608.3474633255,92571.4632589761,6157.2013464275,83.3391137125,158447.35779692
229,924,923562.917503682,1000000,0,66913.6783413354,924000000,924000000,15004.592559796,0,15000,0,91845.4481794603,7085.6917597083,66913.6783413354,8599.7743755983,81.2321081511,153075.746965767
229,946,945608.23793833,1000000,0,39174.8210342381,946000000,946000000,15002.0419092409,0,15000,0,79500.1982691753,4199.1852768935,39174.8210342381,14271.2936387866,79.3248266425,132500.330448626
230,956,956325.450395617,1000000,0,17468.9865998615,956000000,956000000,15000.2089897033,0,15000,0,57090.2769937034,1841.4202860476,17468.9865998615,25249.2200875903,78.4262772861,95150.4616561723
231,954,953628.050319603,1000000,0,7869.2105745125,954000000,954000000,14999.4155590685,0,15000,0,38056.6757064462,1094.4213878693,7869.2105745125,37549.103179225,78.6439511403,63427.792844077
232,945,945093.125783694,1000000,0,3802.383371977,945000000,945000000,14999.0621916007,0,15000,0,24379.5886686668,1033.406980554,3802.383371977,50159.393904974,79.35229758,40632.6477811113
233,934,934154.245497941,1000000,0,2202.4096209134,934000000,934000000,14998.9020077042,0,15000,0,15354.0662092308,1183.5173775138,2202.4096209134,62709.1884204532,80.2806500104,25590.110348718
234,922,922319.363350058,1000000,0,1665.5413265074,922000000,922000000,14998.8260477342,0,15000,0,9707.8147838593,1389.1656383713,1665.5413265074,75092.7742812228,81.3103716768,16179.6913064321
235,907,906590.60551571,1000000,0,1592.7223371796,907000000,907000000,14998.7781589423,0,15000,0,5602.5795597338,1677.8925813367,1592.7223371796,90910.0799354799,82.720789669,9337.6325995564
236,889,888563.633641119,1000000,0,1810.9320379476,889000000,889000000,14998.7487234761,0,15000,0,3431.9008251909,2021.4516082672,1810.9320379476,108736.868863186,84.3988441324,5719.8347086516
238,867,866676.741195927,1000000,0,2207.710995529,867000000,867000000,14998.7242775394,0,15000,0,2544.2186497964,2458.7492917663,2207.710995529,130248.868846859,86.5300957358,4240.3644163274
240,841,841097.915956627,1000000,0,2738.6792934696,841000000,841000000,14998.7017188801,0,15000,0,2529.6696946495,3005.4967683418,2738.6792934696,155322.30408302,89.161448592,4216.1161577492
242,815,814685.425852888,1000000,0,3344.02735302,815000000,815000000,14998.6844817778,0,15000,0,2951.380648468,3625.4456305499,3344.02735302,181155.858012569,92.0519994946,4918.9677474467
245,780,780129.514805018,1000000,0,4255.5419198281,780000000,780000000,14998.6775151717,0,15000,0,3772.6695649,4567.3310467905,4255.5419198281,214834.809494075,96.129406916,6287.7826081666
250,735,735434.943829228,1000000,0,5818.3301288466,735000000,735000000,14998.7282035526,0,15000,0,5215.7815901054,6216.4036193224,5818.3301288466,258011.285270596,101.971821773,8692.9693168423
254,698,697612.272975798,1000000,0,8138.3542889084,698000000,698000000,14998.9432778405,0,15000,0,7241.5670938182,8783.6279083571,8138.3542889084,293551.75231711,107.5020026086,12069.2784896971
258,680,679978.627630147,1000000,0,10890.9854579206,680000000,680000000,14999.3328685568,0,15000,0,9387.5229306014,12137.6593378675,10890.9854579206,308450.397389214,110.2926787628,15645.8715510023
259,675,675014.420863095,1000000,0,14365.2090638492,675000000,675000000,14999.8923293326,0,15000,0,11667.1961551064,17091.8309785327,14365.2090638492,309945.341286352,111.1079398137,19445.3269251773
261,677,676701.611483098,1000000,0,19212.7332082654,677000000,677000000,15000.681569113,0,15000,0,14215.6573262279,25620.8338129125,19212.7332082654,303408.934488635,110.8367507522,23692.7622103799
261,682,682214.550243782,1000000,0,26707.7657116518,682000000,682000000,15001.8667208175,0,15000,0,17267.5499284346,42512.3987049668,26707.7657116518,290395.442798267,109.9497710468,28779.2498807244
262,690,690410.140938255,1000000,0,38898.8194947832,690000000,690000000,15003.7144569305,0,15000,0,21037.6373456036,78397.7139562342,38898.8194947832,270000.590551115,108.6579814467,35062.7289093394
262,704,703605.97885162,1000000,0,64954.5108835696,704000000,704000000,15007.4498257885,0,15000,0,26986.932066088,179382.331214476,64954.5108835696,230735.839381459,106.6466905972,44978.2201101466
263,719,718667.966715146,1000000,0,103518.601811778,719000000,719000000,15012.6319263105,0,15000,0,33985.9679995242,344785.268874294,103518.601811778,177094.660076417,104.4476213051,56643.2799992069
263,738,738272.295188772,1000000,0,153826.412377757,738000000,738000000,15018.8654438418,0,15000,0,43326.7737574611,458363.627129582,153826.412377757,107162.866450843,101.7163013005,72211.2895957685
263,760,760237.888779272,1000000,0,187060.522770215,760000000,760000000,15022.2713808941,0,15000,0,53724.3741917307,328086.103349047,187060.522770215,51941.1636732177,98.7998072881,89540.6236528845
263,783,782566.781651723,1000000,0,192943.290125396,783000000,783000000,15021.8845643281,0,15000,0,63815.3582335881,159285.630404172,192943.290125396,23707.1686756492,95.9782916713,106358.930389314
263,804,804067.865027672,1000000,0,183154.776981703,804000000,804000000,15019.6406165233,0,15000,0,72762.6143553526,72511.7831234103,183154.776981703,11973.1071386775,93.3978415865,121271.023925588
263,831,831089.928007407,1000000,0,161617.912832434,831000000,831000000,15016.0400518881,0,15000,0,82517.2736491587,30493.3070112412,161617.912832434,6460.9077605636,90.3394418934,137528.789415265
263,857,857091.813732331,1000000,0,137031.345086202,857000000,857000000,15012.5485083032,0,15000,0,89813.4035207538,17056.4730508334,137031.345086202,5019.6124581671,87.5784149829,149689.005867923
264,879,878595.841619749,1000000,0,115387.667281444,879000000,879000000,15009.8194530079,0,15000,0,93760.3679134748,12405.5626584037,115387.667281444,5137.779969695,85.4193631587,156267.279855791
264,901,900621.141458821,1000000,0,92303.4312582374,901000000,901000000,15007.1931140532,0,15000,0,95063.311987916,9580.600998351,92303.4312582374,6174.7139151879,83.3157940849,158438.853313193
264,924,923832.164254925,1000000,0,66602.8441530467,924000000,924000000,15004.562402614,0,15000,0,91767.1822928418,7055.1843980993,66602.8441530467,8641.0928764161,81.2082701987,152945.303821403
265,945,945300.676704833,1000000,0,39618.7186669315,945000000,945000000,15002.0806669392,0,15000,0,79805.0315773199,4248.151799943,39618.7186669315,14135.2643573684,79.3508406195,133008.3859622
266,956,956470.902731844,1000000,0,16297.9645173924,956000000,956000000,15000.1125645629,0,15000,0,55260.855054798,1729.1937133609,16297.9645173924,26274.645551349,78.4138467868,92101.42509133
267,952,952113.978569728,1000000,0,6661.465947589,952000000,952000000,14999.313410307,0,15000,0,34645.4717375163,1046.580832272,6661.465947589,40272.4348343123,78.7684759804,57742.4528958605
268,941,941465.663752562,1000000,0,3062.7415930444,941000000,941000000,14998.9921128182,0,15000,0,20783.607596975,1073.6147204827,3062.7415930444,54530.1259159731,79.6576693675,34639.3459949583
269,929,928561.129063713,1000000,0,1863.077143569,929000000,929000000,14998.8590721302,0,15000,0,12311.6457218674,1278.5402684622,1863.077143569,68647.2307874536,80.7639831276,20519.4095364456
270,915,914975.293851871,1000000,0,1579.3878183931,915000000,915000000,14998.7993199122,0,15000,0,7434.6443328508,1522.6025877318,1579.3878183931,82530.3414430899,81.9628651216,12391.0738880846
271,899,899102.318937095,1000000,0,1662.2857434361,899000000,899000000,14998.7641349526,0,15000,0,4467.0310183533,1818.9632469825,1662.2857434361,98336.2913249231,83.4096621655,7445.0516972555
273,879,878857.71077523,1000000,0,1977.1471419825,879000000,879000000,14998.7370418107,0,15000,0,2881.4209816794,2212.3840364327,1977.1471419825,118286.282381857,85.3308610593,4802.368302799
274,859,859157.960465401,1000000,0,2358.1166786759,859000000,859000000,14998.7171119176,0,15000,0,2467.3534545427,2614.9982820088,2358.1166786759,137624.762524714,87.287308051,4112.2557575712
276,831,831386.413321881,1000000,0,2954.0727943272,831000000,831000000,14998.6945506468,0,15000,0,2653.5415427028,3225.8146811841,2954.0727943272,164828.124504365,90.2029087216,4422.569237838
279,803,802704.331589521,1000000,0,3641.6896510423,803000000,803000000,14998.6795147171,0,15000,0,3209.9541975893,3931.6863641665,3641.6896510423,192851.270774813,93.4259286045,5349.9236626488
282,765,765131.04561235,1000000,0,4714.6240554332,765000000,765000000,14998.6838741287,0,15000,0,4199.8401501261,5046.7876316445,4714.6240554332,229389.194561707,98.0138236459,6999.7335835435
287,717,717330.813610402,1000000,0,6715.0578308802,717000000,717000000,14998.7936249125,0,15000,0,6019.0361123632,7188.2382497662,6715.0578308802,275236.791021775,104.5458618278,10031.7268539387
292,687,687405.597865193,1000000,0,9341.5072660633,687000000,687000000,14999.1020922925,0,15000,0,8217.0617590172,10198.7187861903,9341.5072660633,302565.47992372,109.0993595257,13695.1029316954
294,677,676576.491852161,1000000,0,12364.7274864596,677000000,677000000,14999.5666426611,0,15000,0,10410.1942847491,14128.4631139604,12364.7274864596,310382.19180217,110.8490083775,17350.3238079152
296,675,675176.862628424,1000000,0,16306.251950584,675000000,675000000,15000.2098631171,0,15000,0,12761.7252810435,20274.7289027184,16306.251950584,307841.69225342,111.0835596818,21269.5421350725
297,679,678851.781982309,1000000,0,22226.6810613628,679000000,679000000,15001.1635493569,0,15000,0,15542.462945087,31889.4664582821,22226.6810613628,298242.662954893,110.4892404168,25904.1049084784
297,686,685544.146998939,1000000,0,31360.5637972766,686000000,686000000,15002.5819752847,0,15000,0,18833.2891893671,55077.6020113448,31360.5637972766,282409.713712587,109.420976322,31388.8153156118
298,695,695391.994074111,1000000,0,47731.9934340664,695000000,695000000,15005.0080200821,0,15000,0,23271.3867052182,109671.358062153,47731.9934340664,256180.572798511,107.888846492,38785.644508697
298,709,709288.15637582,1000000,0,78670.717017106,709000000,709000000,15009.3334780952,0,15000,0,29599.4238192749,239234.887231256,78670.717017106,211331.759843739,105.8056118883,49332.3730321248
298,725,725064.033403357,1000000,0,120948.478007561,725000000,725000000,15014.8643366887,0,15000,0,37017.744583994,406319.23837726,120948.478007561,153262.303713313,103.5416435305,61696.2409733234
298,744,743920.069441347,1000000,0,165299.693180898,744000000,744000000,15020.1665785396,0,15000,0,46023.6929677895,444447.073315572,165299.693180898,90036.1521590282,100.9528254146,76706.1549463158
298,766,765635.032738345,1000000,0,190660.143335638,766000000,766000000,15022.4647294605,0,15000,0,56221.5357935925,281732.740979381,190660.143335638,42938.9984086877,98.1046065495,93702.5596559874
299,790,790302.947063646,1000000,0,190614.484878731,790000000,790000000,15021.2044388726,0,15000,0,67136.1175861159,119961.231712053,190614.484878731,18292.0746714219,95.0344706083,111893.529310193
299,815,814760.923734153,1000000,0,175406.273956305,815000000,815000000,15018.2556287826,0,15000,0,76846.989078061,50104.3912325909,175406.273956305,9017.8661396371,92.1635733336,128078.315130102
299,841,840624.81506752,1000000,0,152874.700984898,841000000,841000000,15014.7423540692,0,15000,0,85464.9311687547,23910.6824786135,152874.700984898,5659.7063954077,89.3070373664,142441.551947925
299,861,861245.889435548,1000000,0,132923.234761047,861000000,861000000,15012.0084118873,0,15000,0,90742.7293468196,15894.1689181035,132923.234761047,4969.4971084113,87.1528595726,151237.882244699
299,881,881098.579901185,1000000,0,112811.712179288,881000000,881000000,15009.5127180491,0,15000,0,94066.4719134258,12025.2042580992,112811.712179288,5208.4966255172,85.174990974,156777.453189043
300,903,902524.361514837,1000000,0,90260.13217224,903000000,903000000,15006.9732673482,0,15000,0,95006.9661169756,9371.1119749976,90260.13217224,6312.8917663732,83.1388819364,158344.943528293
300,926,926165.431187702,1000000,0,63891.3951875423,926000000,926000000,15004.3009527825,0,15000,0,91037.1413212813,6787.7741802757,63891.3951875423,9016.9443509542,81.0022726369,151728.568868802
301,948,948055.475055673,1000000,0,35516.5989783887,948000000,948000000,15001.7247430312,0,15000,0,76809.8172375474,3793.4447809331,35516.5989783887,15479.8349947464,79.1183909473,128016.362062579
301,956,956453.636860076,1000000,0,16480.2881046235,956000000,956000000,15000.1275720799,0,15000,0,55552.1827081138,1746.418765145,16480.2881046235,26109.6049196159,78.4153407651,92586.9711801897
302,953,953480.534110683,1000000,0,7731.6029685571,953000000,953000000,14999.4039844652,0,15000,0,37686.5999636656,1088.1159793817,7731.6029685571,37834.3746477797,78.6560577162,62810.9999394427
303,945,945362.156419387,1000000,0,3870.0233568838,945000000,945000000,14999.0684240059,0,15000,0,24679.1113905119,1031.1192611571,3870.0233568838,49822.4541861661,79.3297485104,41131.8523175199
304,935,935030.775759283,1000000,0,2275.4380067342,935000000,935000000,14998.9103596418,0,15000,0,15906.4901045212,1169.2149401958,2275.4380067342,61758.7531700741,80.2054368075,26510.8168408686
305,924,923827.878288209,1000000,0,1700.3212418948,924000000,924000000,14998.8329581716,0,15000,0,10272.8613822102,1362.1375911549,1700.3212418948,73547.9708780016,81.1776376892,17121.4356370169
306,907,906572.030856484,1000000,0,1592.8406213259,907000000,907000000,14998.7781195522,0,15000,0,5599.2441529673,1678.2397335814,1592.8406213259,90928.5548851007,82.7224843093,9332.0735882789
307,889,889419.413004982,1000000,0,1797.362621537,889000000,889000000,14998.7498466811,0,15000,0,3496.5581538736,2004.8278649811,1797.362621537,107893.803149926,84.3176437762,5827.5969231227
309,866,865983.880046417,1000000,0,2221.3470224023,866000000,866000000,14998.7235971377,0,15000,0,2533.6609527989,2473.0076535151,2221.3470224023,130928.786817023,86.5993232826,4222.7682546649
311,842,841777.285932396,1000000,0,2723.8975491357,842000000,842000000,14998.7022511935,0,15000,0,2522.8494939733,2990.3759567137,2723.8975491357,154657.036496376,89.0894925644,4204.7491566222
313,814,814414.988464967,1000000,0,3350.5678575194,814000000,814000000,14998.6843464673,0,15000,0,2956.8616890245,3632.1622315699,3350.5678575194,181420.025326844,92.0825657613,4928.1028150408
316,782,781663.109191837,1000000,0,4211.2080438675,782000000,782000000,14998.6772662676,0,15000,0,3731.4900196153,4521.2224673132,4211.2080438675,213344.015433119,95.9408029488,6219.1500326922
321,737,737165.280494061,1000000,0,5744.0283406751,737000000,737000000,14998.7239324973,0,15000,0,5148.2300502816,6136.8200228743,5744.0283406751,256353.520131497,101.732435923,8580.3834171359
325,701,700566.440962104,1000000,0,7873.7033058992,701000000,701000000,14998.9118345972,0,15000,0,7019.5949361547,8481.2055397976,7873.7033058992,290859.281410214,107.0484607713,11699.3248935912
329,681,680823.365579914,1000000,0,10648.9909160369,681000000,681000000,14999.2955078399,0,15000,0,9211.2190051286,11825.0674756152,10648.9909160369,307846.809485133,110.1555577126,15352.0316752143
331,675,675102.393123517,1000000,0,14068.4627962129,675000000,675000000,14999.8437819086,0,15000,0,11489.5656681399,16632.287685061,14068.4627962129,310154.027617756,111.0931018368,19149.2761135665
332,676,676373.713247863,1000000,0,18700.9702674664,676000000,676000000,15000.5989785468,0,15000,0,13973.5258163871,24629.1731170697,18700.9702674664,304248.924074155,110.889872601,23289.2096939785
333,682,681617.45149813,1000000,0,25904.4022914451,682000000,682000000,15001.7417607023,0,15000,0,16976.1778721638,40497.5176061452,25904.4022914451,291796.502865431,110.0451707019,28293.6297869396
333,690,689846.78018625,1000000,0,37973.8909163374,690000000,690000000,15003.5770494302,0,15000,0,20784.586707322,75355.4111357559,37973.8909163374,271489.44416632,108.7457206467,34640.9778455366
333,702,701826.59606365,1000000,0,60946.9067939391,702000000,702000000,15006.8898784998,0,15000,0,26176.3203161765,162401.245652059,60946.9067939391,236524.609645436,106.9130890926,43627.2005269608
334,717,716447.311990295,1000000,0,97481.6526971543,717000000,716000000,15011.8431884229,0,15000,0,32940.1303153019,320381.728292845,97481.6526971543,185354.490601518,104.7658560315,54900.2171921698
334,735,735098.052226931,1000000,0,146588.072907218,735000000,735000000,15018.0134926156,0,15000,0,41808.6966876295,456893.080840443,146588.072907218,117578.630357299,102.1497298702,69681.1611460491
334,757,756924.299668162,1000000,0,184011.905322008,757000000,757000000,15022.0376336951,0,15000,0,52176.7606807117,356421.117305744,184011.905322008,58306.6868672501,99.2307793546,86961.2678011862
334,782,782197.898453123,1000000,0,193010.984305167,782000000,782000000,15021.9119493035,0,15000,0,63654.4539284154,161424.670486263,193010.984305167,24008.7265100526,96.0237299219,106090.756547359
334,807,807050.478911937,1000000,0,181129.736299996,807000000,807000000,15019.2642103593,0,15000,0,73928.7822287036,65232.1620620518,181129.736299996,11012.5533452476,93.0503394943,123214.637047839
334,838,837586.577004979,1000000,0,155702.265758857,838000000,838000000,15015.1544878806,0,15000,0,84557.323543243,25735.984619982,155702.265758857,5873.4150973108,89.6334474555,140928.872572072
335,865,864528.012460292,1000000,0,129651.076819508,865000000,865000000,15011.5859575927,0,15000,0,91424.1524452341,15085.3096616358,129651.076819508,4956.2531710735,86.8195462798,152373.587408723
335,886,886348.734767152,1000000,0,107370.492186203,886000000,886000000,15008.8764750702,0,15000,0,94588.1066789877,11290.9316513586,107370.492186203,5394.3170335587,84.6668804633,157646.84446498
